# SCOP release 2020-04-30
# http://scop.mrc-lmb.cam.ac.uk
# based on PDB release 2020-04-21
# based on UniProt realese 2020-04-22
# based on SIFTS release 2020-04-19
# FA-DOMID FA-PDBID FA-PDBREG FA-UNIID FA-UNIREG SF-DOMID SF-PDBID SF-PDBREG SF-UNIID SF-UNIREG SCOPCLA
8045703 3H8D C:1143-1264 Q64331 1143-1264 8091604 3H8D C:1143-1264 Q64331 1143-1264 TP=1,CL=1000003,CF=2001470,SF=3002524,FA=4004627
8053658 4Z4D A:227-350 Q9UKV8 227-350 8053659 4Z4D A:227-350 Q9UKV8 227-350 TP=1,CL=1000001,CF=2000090,SF=3001750,FA=4000853
8053663 4F1N A:495-668 A7TMA9 495-668 8053672 4F1N A:513-668 A7TMA9 513-668 TP=1,CL=1000001,CF=2000090,SF=3001750,FA=4000853
8053678 5I4A C:152-210 H2J4R4 152-210 8053684 5I4A C:152-210 H2J4R4 152-210 TP=1,CL=1000001,CF=2000090,SF=3001750,FA=4000853
8019938 1K18 A:1-31 P09884 1347-1377 8032318 1K18 A:1-31 P09884 1347-1377 TP=1,CL=1000004,CF=2001077,SF=3001751,FA=4003897
8021080 1NN4 A:1-146 P37351 1-146 8033460 1NN4 A:1-146 P37351 1-146 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4000476
8021447 1O1X A:1-143 Q9X0G9 1-143 8033827 1O1X A:1-143 Q9X0G9 1-143 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4000476
8025439 2VVP A:3-159 P9WKD7 3-159 8037818 2VVP A:3-159 P9WKD7 3-159 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4000476
8047532 3C5Y A:1-210 A4XEL3 1-210 8053335 3C5Y A:1-163 A4XEL3 1-163 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4005682
8047533 2PPW B:1-208 A0A0H2UNJ8 1-208 8053336 2PPW B:1-163 A0A0H2UNJ8 1-163 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4005682
8047534 3ONO A:1-210 Q87K18 1-210 8053337 3ONO A:1-162 Q87K18 1-162 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4005682
8047535 4U8F A:1-212 Q8E369 1-212 8053338 4U8F A:1-163 Q8E369 1-163 TP=1,CL=1000002,CF=2000292,SF=3000383,FA=4005682
8029774 1VK6 A:97-125 P32664 97-125 8042153 1VK6 A:97-125 P32664 97-125 TP=1,CL=1000004,CF=2000112,SF=3001752,FA=4002792
8028570 1L1C A:1-55 P39805 1-55 8040949 1L1C A:1-55 P39805 1-55 TP=1,CL=1000001,CF=2000001,SF=3000384,FA=4001788
8029353 1AUU A:1-55 P15401 1-55 8041732 1AUU A:1-55 P15401 1-55 TP=1,CL=1000001,CF=2000001,SF=3000384,FA=4001788
8031746 1XQB A:1-151 P44740 1-151 8044124 1XQB A:1-151 P44740 1-151 TP=1,CL=1000001,CF=2000073,SF=3001753,FA=4003898
8054395 3OKX A:6-164 Q6NDF6 6-164 8054396 3OKX A:6-164 Q6NDF6 6-164 TP=1,CL=1000001,CF=2000073,SF=3001753,FA=4003898
8054397 2NV4 A:1-133 O29998 1-133 8054398 2NV4 A:1-133 O29998 1-133 TP=1,CL=1000001,CF=2000073,SF=3001753,FA=4003898
8026134 2BSK A:13-85 Q9Y5J7 13-85 8038513 2BSK A:13-85 Q9Y5J7 13-85 TP=1,CL=1000004,CF=2000293,SF=3000385,FA=4000477
8026135 2BSK B:13-77 P62072 13-77 8038514 2BSK B:13-77 P62072 13-77 TP=1,CL=1000004,CF=2000293,SF=3000385,FA=4000477
8022451 1PUG A:11-104 P0A8B5 11-104 8034831 1PUG A:11-104 P0A8B5 11-104 TP=1,CL=1000003,CF=2000295,SF=3000386,FA=4003186
8030254 1J8B A:7-98 P44711 7-98 8042633 1J8B A:7-98 P44711 7-98 TP=1,CL=1000003,CF=2000295,SF=3000386,FA=4003186
8020343 1VRM A:44-352 Q9X1N9 44-352 8032723 1VRM A:44-352 Q9X1N9 44-352 TP=1,CL=1000003,CF=2000235,SF=3001754,FA=4003899
8022603 2O34 A:2-248 Q72D34 2-248 8034983 2O34 A:2-248 Q72D34 2-248 TP=1,CL=1000003,CF=2000235,SF=3001754,FA=4002215
8027074 3BRJ A:6-172 Q87SQ4 6-172 8039453 3BRJ A:6-172 Q87SQ4 6-172 TP=1,CL=1000000,CF=2001079,SF=3001755,FA=4001519
8027372 3C8G B:3-168 Q83Q96 3-168 8039751 3C8G B:3-168 Q83Q96 3-168 TP=1,CL=1000000,CF=2001079,SF=3001755,FA=4001519
8025227 1KJS A:2-74 P01031 679-751 8037606 1KJS A:2-74 P01031 679-751 TP=1,CL=1000000,CF=2000294,SF=3000387,FA=4000993
8025230 1C5A A:1-66 P01032 1-66 8037609 1C5A A:1-66 P01032 1-66 TP=1,CL=1000000,CF=2000294,SF=3000387,FA=4000993
8022048 1JJ2 1:1-49 P22452 2-50 8034428 1JJ2 1:1-49 P22452 2-50 TP=4,CL=1000000,CF=2001080,SF=3001756,FA=4001518
8019121 3SHW A:421-502 Q07157 421-502 8019122 3SHW A:421-502 Q07157 421-502 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020062 1T2M A:2-93 P55196 1003-1094 8032442 1T2M A:2-93 P55196 1003-1094 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020183 1TP5 A:302-402 P31016 302-402 8032563 1TP5 A:302-402 P31016 302-402 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020320 1G9O A:11-99 O14745 11-99 8032700 1G9O A:11-99 O14745 11-99 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020694 1VA8 A:8-107 Q9JLB2 236-335 8033074 1VA8 A:8-107 Q9JLB2 236-335 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020749 1WF8 A:8-101 Q9ULJ8 500-593 8033129 1WF8 A:8-101 Q9ULJ8 500-593 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020758 1WI4 A:8-103 Q9WV89 12-107 8033138 1WI4 A:8-103 Q9WV89 12-107 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8020882 1NF3 C:131-253 Q9JK83 131-253 8033262 1NF3 C:131-253 Q9JK83 131-253 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8021234 1X5N A:8-108 Q9Y6N9 201-301 8033614 1X5N A:8-108 Q9Y6N9 201-301 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8021237 1X5Q A:8-104 Q14160 718-814 8033617 1X5Q A:8-104 Q14160 718-814 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8021258 1X6D A:8-113 Q14005 1103-1208 8033638 1X6D A:8-113 Q14005 1103-1208 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001802
8021574 1IHJ A:12-105 Q24008 12-105 8033954 1IHJ A:12-105 Q24008 12-105 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8021777 1Y7N A:12-90 Q02410 745-823 8034157 1Y7N A:12-90 Q02410 745-823 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8021828 2HGA A:23-125 O27421 208-310 8034208 2HGA A:23-125 O27421 208-310 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001691
8022024 2I6V A:219-305 P45777 219-305 8034404 2I6V A:219-305 P45777 219-305 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001685
8023098 1FC9 A:157-248 O04073 157-248 8035478 1FC9 A:157-248 O04073 157-248 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4002827
8023714 1ZOK A:221-313 Q62696 221-313 8036094 1ZOK A:221-313 Q62696 221-313 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8023888 1ZUB A:597-705 Q9JIR4 597-705 8036268 1ZUB A:597-705 Q9JIR4 597-705 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8023974 1MC7 A:1-95 P51141 251-345 8036353 1MC7 A:1-95 P51141 251-345 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8024317 1N7E A:667-761 P97879 667-761 8036696 1N7E A:667-761 P97879 667-761 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8025387 1K32 A:763-853 P96086 763-853 8037766 1K32 A:763-853 P96086 763-853 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4002827
8025916 2Z9I A:227-314 O53896 375-462 8038295 2Z9I A:227-314 O53896 375-462 TP=1,CL=1000001,CF=2001495,SF=3000388,FA=4002154
8026181 1D5G A:1-96 Q12923 1361-1456 8038560 1D5G A:1-96 Q12923 1361-1456 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8026358 1GM1 A:9-102 Q64512 1351-1444 8038737 1GM1 A:9-102 Q64512 1351-1444 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8026511 2BYG A:190-283 Q15700 190-283 8038890 2BYG A:190-283 Q15700 190-283 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8026865 2CS5 A:8-113 P29074 507-612 8039244 2CS5 A:8-113 P29074 507-612 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8026880 2CSJ A:8-111 Q9Z0U1 1-104 8039259 2CSJ A:8-111 Q9Z0U1 1-104 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8026886 2CSS A:8-115 Q86UR5 585-692 8039265 2CSS A:8-115 Q86UR5 585-692 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8027239 1Q3O A:584-687 Q9WV48 656-759 8039618 1Q3O A:584-687 Q9WV48 656-759 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8027820 1KEF A:1-93 P78352 62-154 8040199 1KEF A:1-93 P78352 62-154 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028006 2F0A A:252-340 P51142 252-340 8040385 2F0A A:252-340 P51142 252-340 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028020 1R6J A:197-273 O00560 197-273 8040399 1R6J A:197-273 O00560 197-273 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028175 2F5Y A:19-95 P49796 300-376 8040554 2F5Y A:19-95 P49796 300-376 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028242 1RGW A:1-85 O75112 1-85 8040621 1RGW A:1-85 O75112 1-85 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028373 1KY9 A:260-353 P0C0V0 286-379 8040752 1KY9 A:260-353 P0C0V0 286-379 TP=1,CL=1000001,CF=2001495,SF=3000388,FA=4002154
8028431 2FE5 A:223-314 Q92796 223-314 8040810 2FE5 A:223-314 Q92796 223-314 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028767 1RZX A:156-253 O97111 156-253 8041146 1RZX A:156-253 O97111 156-253 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028788 1V5L A:8-97 O70209 4-93 8041167 1V5L A:8-97 O70209 4-93 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028789 2FNE A:1955-2042 O75970 1983-2070 8041168 2FNE A:1955-2042 O75970 1983-2070 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028794 1V5Q A:8-116 Q925T6 461-569 8041173 1V5Q A:8-116 Q925T6 461-569 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028803 1V62 A:8-111 Q9C0E4 238-341 8041182 1V62 A:8-111 Q9C0E4 238-341 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028808 1V6B A:8-116 Q9ES64 742-850 8041187 1V6B A:8-116 Q9ES64 742-850 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028850 1LCY A:226-325 O43464 359-458 8041229 1LCY A:226-325 O43464 359-458 TP=1,CL=1000001,CF=2001495,SF=3000388,FA=4002154
8028857 1VAE A:8-105 Q8BWR8 506-603 8041236 1VAE A:8-105 Q8BWR8 506-603 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8028865 1VB7 A:8-88 Q8R1G6 3-83 8041244 1VB7 A:8-88 Q8R1G6 3-83 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029354 1PDR A:460-555 Q12959 460-555 8041733 1PDR A:460-555 Q12959 460-555 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029355 1KWA A:487-572 O14936 487-572 8041734 1KWA A:487-572 O14936 487-572 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029358 1QAV A:75-164 Q61234 75-164 8041737 1QAV A:75-164 Q61234 75-164 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029359 1QAU A:14-125 P29476 14-125 8041738 1QAU A:14-125 P29476 14-125 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029404 1UFX A:8-97 Q9P202 815-904 8041783 1UFX A:8-97 Q9P202 815-904 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029419 1UHP A:7-101 Q9UPQ7 245-339 8041798 1UHP A:7-101 Q9UPQ7 245-339 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029443 1UIT A:8-111 Q8TDM6 1336-1439 8041822 1UIT A:8-111 Q8TDM6 1336-1439 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029455 1UJD A:8-111 Q9Y6V0 4489-4592 8041834 1UJD A:8-111 Q9Y6V0 4489-4592 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029512 1UM1 A:8-104 Q96JH8 973-1069 8041891 1UM1 A:8-104 Q96JH8 973-1069 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8029752 2H3L A:1317-1412 Q96RT1 1317-1412 8042131 2H3L A:1317-1412 Q96RT1 1317-1412 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8030076 1TE0 A:255-354 P0AEE3 255-354 8042455 1TE0 A:255-354 P0AEE3 255-354 TP=1,CL=1000001,CF=2001495,SF=3000388,FA=4002154
8030933 1M5Z A:16-106 P97879 980-1070 8043312 1M5Z A:16-106 P97879 980-1070 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031106 1WF7 A:8-97 Q8CI51 5-94 8043484 1WF7 A:8-97 Q8CI51 5-94 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031110 1WFG A:8-125 Q9UQ26 637-754 8043488 1WFG A:8-125 Q9UQ26 637-754 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031128 1WG6 A:8-121 Q9CSB4 478-591 8043506 1WG6 A:8-121 Q9CSB4 478-591 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031129 1WFV A:8-97 Q86UL8 1141-1230 8043507 1WFV A:8-97 Q86UL8 1141-1230 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031169 1WHD A:18-94 Q9DC04 18-94 8043547 1WHD A:18-94 Q9DC04 18-94 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031186 1WI2 A:8-98 Q9CZG9 37-127 8043564 1WI2 A:8-98 Q9CZG9 37-127 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031195 1WIF A:8-120 Q9D9M4 8-120 8043573 1WIF A:8-120 Q9D9M4 8-120 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8031226 1WJL A:8-90 Q9JKS4 1-83 8043604 1WJL A:8-90 Q9JKS4 1-83 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8062335 5OVA A:580-674 Q9JLU4 570-664 8062336 5OVA A:580-674 Q9JLU4 570-664 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8084841 5XBF B:451-542 Q9Y6N9 451-542 8084842 5XBF B:451-542 Q9Y6N9 451-542 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001802
8091809 3K1R A:81-168 Q9Y6N9 81-168 8091810 3K1R A:81-168 Q9Y6N9 81-168 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8045961 2OPG A:1628-1716 O75970 1628-1716 8092490 2OPG A:1628-1716 O75970 1628-1716 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4001790
8046037 4KFW B:8-104 Q9R064 8-104 8092742 4KFW B:8-104 Q9R064 8-104 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8092741 4KFW B:111-197 Q9R064 111-197 8092743 4KFW B:111-197 Q9R064 111-197 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8046038 4REY A:12-104 Q9BQQ3 12-104 8092745 4REY A:12-104 Q9BQQ3 12-104 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8092744 4REY A:111-197 Q9BQQ3 111-197 8092746 4REY A:111-197 Q9BQQ3 111-197 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8046039 3RLE A:7-107 Q9H8Y8 7-107 8092748 3RLE A:7-107 Q9H8Y8 7-107 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8092747 3RLE A:111-197 Q9H8Y8 111-197 8092749 3RLE A:111-197 Q9H8Y8 111-197 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8046040 4KFV A:12-103 O35254 12-103 8092751 4KFV A:12-103 O35254 12-103 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8092750 4KFV A:111-196 O35254 111-196 8092752 4KFV A:111-196 O35254 111-196 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8064728 5GMI A:16-106 Q99JX3 16-106 8092754 5GMI A:16-106 Q99JX3 16-106 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8092753 5GMI A:111-197 Q99JX3 111-197 8092755 5GMI A:111-197 Q99JX3 111-197 TP=1,CL=1000001,CF=2000296,SF=3000388,FA=4004837
8030546 1URJ A:9-1130 P04296 9-1130 8042925 1URJ A:9-1130 P04296 9-1130 TP=1,CL=1000003,CF=2001081,SF=3001757,FA=4003901
8026551 3B7S A:1-208 P09960 2-209 8038930 3B7S A:1-208 P09960 2-209 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4003189
8054059 2YD0 A:46-253 Q9NZ08 46-253 8054061 2YD0 A:57-253 Q9NZ08 57-253 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054067 4FKE A:63-281 P15145 63-281 8054070 4FKE A:63-281 P15145 63-281 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054079 1Z5H A:1-169 O93655 1-169 8054080 1Z5H A:1-169 O93655 1-169 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054086 5AB0 C:54-270 Q6P179 54-270 8054087 5AB0 C:54-270 Q6P179 54-270 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054093 4PJ6 A:159-364 Q9UIQ6 159-364 8054094 4PJ6 A:159-364 Q9UIQ6 159-364 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054100 4KXD A:76-293 Q07075 76-293 8054101 4KXD A:76-293 Q07075 76-293 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054107 4FYT A:66-286 P15144 66-286 8054108 4FYT A:66-286 P15144 66-286 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8054114 4WZ9 A:57-269 Q7Q2T8 57-269 8054115 4WZ9 A:57-269 Q7Q2T8 57-269 TP=1,CL=1000001,CF=2000297,SF=3000390,FA=4007628
8023749 1ZQ1 A:2-75 Q9V0T9 2-75 8036129 1ZQ1 A:2-75 Q9V0T9 2-75 TP=1,CL=1000001,CF=2000308,SF=3000389,FA=4001791
8027217 2D6F A:2-73 O26802 2-73 8039596 2D6F A:2-73 O26802 2-73 TP=1,CL=1000001,CF=2000308,SF=3000389,FA=4001791
8022321 2JN9 A:3-97 O31683 2-96 8034701 2JN9 A:3-97 O31683 2-96 TP=1,CL=1000001,CF=2000543,SF=3000400,FA=4001799
8027069 3BRD A:381-541 Q8MXE7 379-539 8039448 3BRD A:381-541 Q8MXE7 379-539 TP=1,CL=1000001,CF=2000422,SF=3000391,FA=4001794
8020215 1TUK A:1-67 P82900 30-96 8032595 1TUK A:1-67 P82900 30-96 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8020714 1FK5 A:1-93 P19656 28-120 8033094 1FK5 A:1-93 P19656 28-120 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8024012 1MID A:1-91 P07597 27-117 8036391 1MID A:1-91 P07597 27-117 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8025232 1HYP A:6-80 P24337 6-80 8037611 1HYP A:6-80 P24337 6-80 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8025233 1BWO A:1-90 P24296 24-113 8037612 1BWO A:1-90 P24296 24-113 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8025240 1RZL A:1-91 Q0IQK9 26-116 8037619 1RZL A:1-91 Q0IQK9 26-116 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8025241 1HSS A:5-124 P01085 5-124 8037620 1HSS A:5-124 P01085 5-124 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000997
8025242 1B1U A:3-119 P01087 3-119 8037621 1B1U A:3-119 P01087 3-119 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000997
8025244 1BEA A:5-120 P01088 33-148 8037623 1BEA A:5-120 P01088 33-148 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000997
8026672 1PSY A:1-125 P01089 32-156 8039051 1PSY A:1-125 P01089 32-156 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4001001
8026846 1S6D A:1-103 P23110 39-141 8039225 1S6D A:1-103 P23110 39-141 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4001001
8030520 1L6H A:1-69 Q10ST8 28-96 8042899 1L6H A:1-69 Q10ST8 28-96 TP=1,CL=1000000,CF=2000302,SF=3000401,FA=4000994
8020351 2BTO A:3-246 Q8GCC5 3-246 8032731 2BTO A:3-246 Q8GCC5 3-246 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8021690 1OFU A:11-208 P47204 11-208 8034070 1OFU A:11-208 P47204 11-208 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8022003 1JFF A:2-245 P81947 2-245 8034383 1JFF A:2-245 P81947 2-245 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8022006 1JFF B:2-245 Q6B856 2-243 8034386 1JFF B:2-245 Q6B856 2-243 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8025019 2VAP A:23-231 Q57816 23-231 8037398 2VAP A:23-231 Q57816 23-231 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8026557 1RLU A:8-205 P9WN95 8-205 8038936 1RLU A:8-205 P9WN95 8-205 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8030907 1W5F A:22-215 O08398 22-215 8043286 1W5F A:22-215 O08398 22-215 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8031879 1TUB A:1-245 P02550 1-245 8044257 1TUB A:1-245 P02550 1-245 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8031880 1TUB B:1-245 P02554 1-243 8044258 1TUB B:1-245 P02554 1-243 TP=1,CL=1000002,CF=2001082,SF=3001758,FA=4003902
8029564 1UOY A:1-64 P83799 1-64 8041943 1UOY A:1-64 P83799 1-64 TP=1,CL=1000004,CF=2000181,SF=3000402,FA=4001801
8023652 1CLI A:5-170 P08178 5-170 8036032 1CLI A:5-170 P08178 5-170 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8025575 2YYE B:1-154 O67139 1-154 8037954 2YYE B:1-154 O67139 1-154 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8025678 2Z1E A:43-155 Q5JII7 43-155 8038057 2Z1E A:43-155 Q5JII7 43-155 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8027475 3C9U A:1-137 O67883 1-137 8039854 3C9U A:1-137 O67883 1-137 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8027577 1T3T A:221-429 P74881 221-429 8039956 1T3T A:221-429 P74881 221-429 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8027578 1T3T A:617-816 P74881 617-816 8039957 1T3T A:617-816 P74881 617-816 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8030031 2HS3 A:2-166 Q9X0X3 2-166 8042410 2HS3 A:2-166 Q9X0X3 2-166 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8030032 2HS3 A:346-507 Q9X0X3 346-507 8042411 2HS3 A:346-507 Q9X0X3 346-507 TP=1,CL=1000003,CF=2001065,SF=3001759,FA=4001523
8023105 1JEQ A:559-609 P12956 559-609 8035485 1JEQ A:559-609 P12956 559-609 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8023787 1ZRJ A:1-37 Q9BUJ2 1-37 8036167 1ZRJ A:1-37 Q9BUJ2 1-37 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8025652 1KCF A:3-38 Q10423 3-38 8038031 1KCF A:3-38 Q10423 3-38 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8027004 1H1J S:3-44 P40040 2-43 8039383 1H1J S:3-44 P40040 2-43 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8027469 2DO1 A:5-46 P82979 6-47 8039848 2DO1 A:5-46 P82979 6-47 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8030617 1V66 A:1-65 O75925 1-65 8042996 1V66 A:1-65 O75925 1-65 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8031850 1Y02 A:71-114 Q8WZ73 96-139 8044228 1Y02 A:71-114 Q8WZ73 96-139 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4002795
8051676 2W51 A:104-137 P55145 128-161 8055678 2W51 A:104-137 P55145 128-161 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4007468
8051678 2RQY A:121-171 Q9CXI5 129-179 8055684 2RQY A:121-160 Q9CXI5 129-168 TP=1,CL=1000000,CF=2001161,SF=3001760,FA=4007468
8020007 1VFI A:5-95 Q86BW2 30-120 8032387 1VFI A:5-95 Q86BW2 30-120 TP=1,CL=1000004,CF=2000298,SF=3000392,FA=4000480
8025864 1CBH A:1-36 P62694 478-513 8038243 1CBH A:1-36 P62694 478-513 TP=1,CL=1000004,CF=2000181,SF=3000393,FA=4003191
8024643 2AHO B:85-175 Q97Z79 85-175 8037022 2AHO B:85-175 Q97Z79 85-175 TP=1,CL=1000000,CF=2000117,SF=3001761,FA=4002794
8029769 1Q46 A:89-175 P20459 90-176 8042148 1Q46 A:89-175 P20459 90-176 TP=1,CL=1000000,CF=2000117,SF=3001761,FA=4002794
8029771 1Q8K A:89-185 P05198 90-186 8042150 1Q8K A:89-185 P05198 90-186 TP=1,CL=1000000,CF=2000117,SF=3001761,FA=4002794
8019935 1RXT A:78-218 P30419 155-295 8032315 1RXT A:78-218 P30419 155-295 TP=1,CL=1000003,CF=2000303,SF=3000403,FA=4001819
8019937 1RXT A:219-455 P30419 296-496 8032317 1RXT A:219-455 P30419 296-496 TP=1,CL=1000003,CF=2000303,SF=3000403,FA=4001819
8019979 1S7N A:2-176 Q8ZPC0 2-176 8032359 1S7N A:2-176 Q8ZPC0 2-176 TP=1,CL=1000003,CF=2000303,SF=3000403,FA=4001800
